"movieId","title","genres","Adventure","Animation","Children","Comedy","Fantasy","Romance","Drama","Action","Crime","Thriller","Horror","Mystery","SciFi","War","Musical","Documentary","IMAX","Western","FilmNoir","NoGenresListed","movieId","imdbId","tmdbId"
3402,"Turtle Diary (1985)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,90219,123047
3403,"Raise the Titanic (1980)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3403,81400,24575
3404,"Titanic (1953)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3404,46435,16535
3405,"Night to Remember, A (1958)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3405,51994,10971
3406,"Captain Horatio Hornblower R.N. (1951)","Action|Adventure|Drama|War",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3406,43379,23928
3408,"Erin Brockovich (2000)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,195685,462
3409,"Final Destination (2000)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3409,195714,9532
3410,"Soft Fruit (1999)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,180181,117259
3412,"Bear, The (Ours, L') (1988)","Adventure|Children|Drama",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,95800,2383
3414,"Love Is a Many-Splendored Thing (1955)","Drama|Romance|War",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3414,48316,53879
3415,"Mirror, The (Zerkalo) (1975)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3415,72443,1396
3417,"Crimson Pirate, The (1952)","Adventure|Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3417,44517,11570
3418,"Thelma & Louise (1991)","Adventure|Crime|Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3418,103074,1541
3420,"...And Justice for All (1979)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3420,78718,17443
3421,"Animal House (1978)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421,77975,8469
3422,"She's Gotta Have It (1986)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,91939,27995
3423,"School Daze (1988)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,96054,36739
3424,"Do the Right Thing (1989)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,97216,925
3425,"Mo' Better Blues (1990)","Drama|Musical",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3425,100168,41823
3426,"Jungle Fever (1991)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3426,102175,1713
3428,"Champ, The (1979)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,78950,30547
3429,"Creature Comforts (1989)","Animation|Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429,99317,54825
3430,"Death Wish (1974)","Action|Crime|Drama",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3430,71402,13939
3431,"Death Wish 2 (1982)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3431,82250,14373
3432,"Death Wish 3 (1985)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3432,89003,24873
3433,"Death Wish 4: The Crackdown (1987)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3433,92857,26263
3434,"Death Wish 5: The Face of Death (1994)","Action|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3434,109578,34746
3435,"Double Indemnity (1944)","Crime|Drama|Film-Noir",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3435,36775,996
3436,"Dying Young (1991)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3436,101787,9079
3438,"Teenage Mutant Ninja Turtles (1990)","Action|Children|Comedy|Fantasy|Sci-Fi",0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3438,100758,1498
3439,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)","Action|Children|Fantasy",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3439,103060,1497
3440,"Teenage Mutant Ninja Turtles III (1993)","Action|Adventure|Children|Comedy|Fantasy",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3440,108308,1499
3441,"Red Dawn (1984)","Action|Drama|War",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3441,87985,1880
3442,"Band of the Hand (1986)","Action|Crime|Drama",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3442,90693,33762
3444,"Bloodsport (1988)","Action",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3444,92675,11690
3445,"Eyes of Laura Mars (1978)","Mystery|Thriller",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3445,77530,29143
3446,"Funny Bones (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,113133,35292
3447,"Good Earth, The (1937)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3447,28944,36652
3448,"Good Morning, Vietnam (1987)","Comedy|Drama|War",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3448,93105,801
3449,"Good Mother, The (1988)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,95238,104301
3450,"Grumpy Old Men (1993)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,107050,11520
3451,"Guess Who's Coming to Dinner (1967)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,61735,1879
3452,"Romeo Must Die (2000)","Action|Crime|Romance|Thriller",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3452,165929,2085
3453,"Here on Earth (2000)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3453,195778,13539
3454,"Whatever It Takes (2000)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454,202402,16222
3455,"Buddy Boy (1999)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3455,146516,109479
3456,"Color of Paradise, The (Rang-e khoda) (1999)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,191043,17078
3459,"Gothic (1986)","Drama|Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3459,91142,33516
3461,"Lord of the Flies (1963)","Adventure|Drama|Thriller",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3461,57261,9960
3462,"Modern Times (1936)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3462,27977,3082
3466,"Heart and Souls (1993)","Comedy|Fantasy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,107091,12187
3467,"Hud (1963)","Drama|Western",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3467,57163,24748
3468,"Hustler, The (1961)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,54997,990
3469,"Inherit the Wind (1960)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,53946,1908
3470,"Dersu Uzala (1975)","Adventure|Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,71411,9764
3471,"Close Encounters of the Third Kind (1977)","Adventure|Drama|Sci-Fi",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3471,75860,840
3473,"Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,74718,42237
3474,"Retroactive (1997)","Sci-Fi|Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3474,117468,26689
3475,"Place in the Sun, A (1951)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,43924,25673
3476,"Jacob's Ladder (1990)","Horror|Mystery",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3476,99871,2291
3477,"Empire Records (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,112950,13531
3478,"Bamba, La (1987)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,93378,16620
3479,"Ladyhawke (1985)","Adventure|Fantasy|Romance",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,89457,526
3480,"Lucas (1986)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,91445,13346
3481,"High Fidelity (2000)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,146882,243
3483,"Road to El Dorado, The (2000)","Animation|Children",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,138749,10501
3484,"Skulls, The (2000)","Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3484,192614,11478
3489,"Hook (1991)","Adventure|Comedy|Fantasy",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,102057,879
3492,"Son of the Sheik, The (1926)","Adventure|Comedy|Romance",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492,17416,85689
3494,"True Grit (1969)","Adventure|Drama|Western",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3494,65126,17529
3496,"Madame Sousatzka (1988)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3496,95564,118098
3497,"Max Dugan Returns (1983)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497,85919,1793
3498,"Midnight Express (1978)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3498,77928,11327
3499,"Misery (1990)","Drama|Horror|Thriller",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3499,100157,1700
3500,"Mr. Saturday Night (1992)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,104928,54087
3501,"Murphy's Romance (1985)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501,89643,34322
3502,"My Life (1993)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,107630,41659
3503,"Solaris (Solyaris) (1972)","Drama|Mystery|Sci-Fi",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3503,69293,593
3504,"Network (1976)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3504,74958,10774
3505,"No Way Out (1987)","Drama|Mystery|Thriller",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3505,93640,10083
3506,"North Dallas Forty (1979)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3506,79640,29786
3507,"Odd Couple, The (1968)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,63374,11356
3508,"Outlaw Josey Wales, The (1976)","Action|Adventure|Drama|Thriller|Western",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3508,75029,10747
3510,"Frequency (2000)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3510,186151,10559
3511,"Ready to Rumble (2000)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511,217756,20697
3512,"Return to Me (2000)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,122459,2621
3513,"Rules of Engagement (2000)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3513,160797,10479
3514,"Joe Gould's Secret (2000)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3514,172632,125709
3515,"Me Myself I (2000)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515,183503,49721
3516,"Bell, Book and Candle (1958)","Comedy|Fantasy|Romance",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3516,51406,2006
3519,"Force 10 from Navarone (1978)","Action|Drama|War",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3519,77572,17339
3521,"Mystery Train (1989)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,97940,11305
3524,"Arthur (1981)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524,82031,13665
3525,"Bachelor Party (1984)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3525,86927,12309
3526,"Parenthood (1989)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3526,98067,1552
3527,"Predator (1987)","Action|Sci-Fi|Thriller",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3527,93773,106
3528,"Prince of Tides, The (1991)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,102713,10333
3529,"Postman Always Rings Twice, The (1981)","Crime|Thriller",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3529,82934,11027
3531,"All the Vermeers in New York (1990)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3531,99014,123757
3534,"28 Days (2000)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,191754,10468
3535,"American Psycho (2000)","Crime|Horror|Mystery|Thriller",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3535,144084,1359
3536,"Keeping the Faith (2000)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,171433,4967
3537,"Where the Money Is (2000)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,149367,31776
3538,"East is East (1999)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,166175,10557
3539,"Filth and the Fury, The (2000)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3539,236216,27745
3543,"Diner (1982)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,83833,13776
3544,"Shakes the Clown (1992)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,102898,26291
3545,"Cabaret (1972)","Drama|Musical",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3545,68327,10784
3546,"What Ever Happened to Baby Jane? (1962)","Drama|Horror|Thriller",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3546,56687,10242
3548,"Auntie Mame (1958)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,51383,16347
3549,"Guys and Dolls (1955)","Comedy|Musical|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3549,48140,4825
3550,"The Hunger (1983)","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3550,85701,11654
3551,"Marathon Man (1976)","Crime|Drama|Thriller",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3551,74860,10518
3552,"Caddyshack (1980)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552,80487,11977
3553,"Gossip (2000)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3553,176783,18041
3554,"Love and Basketball (2000)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,199725,14736
3555,"U-571 (2000)","Action|Thriller|War",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3555,141926,3536
3556,"Virgin Suicides, The (1999)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,159097,1443
3557,"Jennifer 8 (1992)","Mystery|Thriller",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3557,104549,10424
3559,"Limelight (1952)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,44837,28971
3563,"Crow: Salvation, The (2000)","Action|Horror",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3563,132910,9456
3564,"Flintstones in Viva Rock Vegas, The (2000)","Children|Comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3564,158622,889
3565,"Where the Heart Is (2000)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3565,198021,10564
3566,"Big Kahuna, The (2000)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,189584,15723
3567,"Bossa Nova (2000)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3567,180837,19600
3568,"Smiling Fish and Goat on Fire (1999)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,162348,125537
3569,"Idiots, The (Idioterne) (1998)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3569,154421,452
3571,"Time Code (2000)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3571,220100,36234
3572,"Carnosaur (1993)","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3572,106521,39283
3573,"Carnosaur 2 (1995)","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3573,112634,65460
3574,"Carnosaur 3: Primal Species (1996)","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3574,115834,55667
3576,"Hidden, The (1987)","Action|Horror|Sci-Fi",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3576,93185,12476
3577,"Two Moon Junction (1988)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3577,96324,5241
3578,"Gladiator (2000)","Action|Adventure|Drama",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3578,172495,98
3580,"Up at the Villa (2000)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,153464,47724
3581,"Human Traffic (1999)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,188674,11129
3584,"Breathless (1983)","Action|Drama|Romance|Thriller",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3584,85276,1058
3586,"The Idolmaker (1980)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,80913,42159
3587,"Inferno (1980)","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3587,80923,16395
3590,"Lords of Flatbush, The (1974)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,71772,38925
3591,"Mr. Mom (1983)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3591,85970,13105
3592,"Time Masters (Maîtres du temps, Les) (1982)","Animation|Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3592,84315,22501
3593,"Battlefield Earth (2000)","Action|Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3593,185183,5491
3594,"Center Stage (2000)","Drama|Musical",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3594,210616,10560
3596,"Screwed (2000)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,156323,19419
3597,"Whipped (2000)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597,174336,23531
3598,"Hamlet (2000)","Crime|Drama|Romance|Thriller",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3598,171359,10688
3599,"Anchors Aweigh (1945)","Comedy|Musical",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3599,37514,17889
3604,"Gypsy (1962)","Musical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3604,56048,39391
3606,"On the Town (1949)","Comedy|Musical|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3606,41716,31516
3608,"Pee-wee's Big Adventure (1985)","Adventure|Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,89791,5683
3609,"Regret to Inform (1998)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3609,181786,113279
3614,"Honeymoon in Vegas (1992)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,104438,12518
3615,"Dinosaur (2000)","Adventure|Animation|Children",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615,130623,10567
3616,"Loser (2000)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,217630,10642
3617,"Road Trip (2000)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617,215129,9285
3618,"Small Time Crooks (2000)","Comedy|Crime",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3618,196216,10569
3619,"Hollywood Knights, The (1980)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619,80881,21879
3622,"Twelve Chairs, The (1970)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3622,66495,24918
3623,"Mission: Impossible II (2000)","Action|Adventure|Thriller",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3623,120755,955
3624,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3624,184894,8584
3625,"Better Living Through Circuitry (1999)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3625,207998,47295
3626,"8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,154443,11332
3627,"Carnival of Souls (1962)","Horror|Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3627,55830,16093
3628,"Flying Tigers (1942)","Action|Drama|Romance|War",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3628,34742,29372
3629,"Gold Rush, The (1925)","Adventure|Comedy|Romance",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,15864,962
3632,"Monsieur Verdoux (1947)","Comedy|Crime",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3632,39631,30588
3633,"On Her Majesty's Secret Service (1969)","Action|Adventure|Romance|Thriller",1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3633,64757,668
3634,"Seven Days in May (1964)","Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3634,58576,23518
3635,"Spy Who Loved Me, The (1977)","Action|Adventure|Thriller",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3635,76752,691
3637,"Vagabond (Sans toit ni loi) (1985)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,89960,44018
3638,"Moonraker (1979)","Action|Adventure|Sci-Fi|Thriller",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3638,79574,698
3639,"Man with the Golden Gun, The (1974)","Action|Adventure|Thriller",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3639,71807,682
3640,"King in New York, A (1957)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,50598,28973
3641,"Woman of Paris, A (1923)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,14624,28974
3643,"Fighting Seabees, The (1944)","Action|Drama|War",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3643,36824,22994
3646,"Big Momma's House (2000)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646,208003,9600
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3648,50095,38006
3649,"American Gigolo (1980)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,80365,2768
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3652,81318,24920
3653,"Endless Summer, The (1966)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3653,60371,21
3654,"Guns of Navarone, The (1961)","Action|Adventure|Drama|War",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3654,54953,10911
3655,"Blow-Out (La grande bouffe) (1973)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3655,70130,10102
